site,year,month,site_date,sampling_method,sample,sampling_area,organism_group,taxon,body_mass,body_length,body_weight_units,body_length_units,count,multiplier,organism_groups,geographical_latitude,geographical_longitude,dat_id,group_id,corrected_mass_units,ind_n
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,5200,129,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,10000,145,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,4975,125,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Gobio lozanoi,1500,77,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Phoxinus phoxinus,500,54,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Phoxinus phoxinus,1300,75,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,1425,81,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,26250,203,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,5250,126,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Micropterus salmoides,76750,667,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,13650,159,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,3300,102,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,4475,114,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,30450,204,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,5800,133,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,6550,164,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,1250,80,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,22775,190,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,8825,145,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,5350,125,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,3825,117,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Phoxinus phoxinus,575,59,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,8600,140,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,2050,98,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,139250,374,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,1975,81,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,3150,105,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,34550,215,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,14575,170,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,4075,113,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,9125,148,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,8400,150,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Gobio lozanoi,1400,74,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,8850,141,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,62600,284,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,4200,124,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,825,59,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,1175,73,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,4100,120,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,300,64,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,4100,109,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,1550,99,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,14700,170,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,14825,167,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Gobio lozanoi,1875,82,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Micropterus salmoides,675,64,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,25500,196,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,24500,190,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,11475,150,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,4800,125,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Micropterus salmoides,975,69,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,2625,97,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,288250,480,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,325,56,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Cyprinus carpio,341500,430,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,13875,159,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Micropterus salmoides,700,65,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Micropterus salmoides,675,62,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,15100,165,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,3175,100,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,3125,102,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,1125,74,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,2875,104,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,850,72,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,6675,133,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,15300,169,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,10275,152,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,3525,107,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,33500,221,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,7375,139,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,22575,190,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,200,41,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,75000,285,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,700,64,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Micropterus salmoides,1200,77,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Gobio lozanoi,3300,103,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,32500,223,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,17625,177,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,17250,177,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,4500,117,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,9050,142,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,7750,150,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,1075,84,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Micropterus salmoides,1200,89,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,325,66,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,4975,125,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,18550,187,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,12000,157,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,4600,114,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,2825,120,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Parachondrostoma miegii,1775,85,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,22525,187,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,4800,125,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Phoxinus phoxinus,625,59,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,650,52,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,5100,132,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,25250,202,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Luciobarbus graellsii,14875,164,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Sigues,2007,7,Sigues_2007_7,Electrofishing,1,769,Fish,Alburnus alburnus,4825,129,g WW,mm,1,1.300390117035111,Fish,42.61724915,-1.020846022,df_Arranz_01.xlsx,3572,mg_dw,1.300390117035111
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Phoxinus phoxinus,1000,68,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Parachondrostoma miegii,7225,139,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Parachondrostoma miegii,4850,120,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Parachondrostoma miegii,4800,121,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Parachondrostoma miegii,4925,121,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Gobio lozanoi,3900,105,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Parachondrostoma miegii,3225,106,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Parachondrostoma miegii,4975,123,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
Torremontalbo,2007,7,Torremontalbo_2007_7,Electrofishing,1,646,Fish,Parachondrostoma miegii,3275,113,g WW,mm,1,1.547987616099071,Fish,42.49673501,-2.686992075,df_Arranz_01.xlsx,3576,mg_dw,1.547987616099071
